training_seed,seed,score,max_tile,moves,corner_occupancy,snake_quality
43,200003,420,32,67,2.985074626865672,0.7647533969568302
43,200004,1468,128,152,1.9736842105263157,0.8003988367059143
43,200005,316,32,58,15.517241379310345,0.777638963579004
43,200006,352,32,59,11.864406779661017,0.7657621029883164
43,200007,364,32,59,3.389830508474576,0.7240034445275431
43,200008,724,64,98,6.122448979591836,0.7952323951661383
43,200009,1444,128,152,5.2631578947368425,0.7873000158671547
43,200010,1076,64,132,3.787878787878788,0.7784816538165218
43,200011,620,64,84,8.333333333333334,0.7725495896619905
43,200012,1176,128,127,4.724409448818897,0.7698183843413693
43,200013,976,128,104,1.9230769230769231,0.7876176401182161
43,200014,900,64,111,10.81081081081081,0.7564763769297107
43,200015,552,64,76,9.210526315789474,0.7727201415854578
43,200016,324,32,56,26.785714285714285,0.7525871050473046
43,200017,192,32,39,30.76923076923077,0.7304158489811093
43,200018,1188,128,127,5.511811023622047,0.7859382837310382
43,200019,672,64,87,8.045977011494253,0.764565251603022
43,200020,692,64,97,18.556701030927837,0.7883888222206727
43,200021,2472,256,210,0.9523809523809523,0.7955334717426397
43,200022,300,32,54,5.555555555555555,0.7539699885051895
43,200023,840,64,99,4.040404040404041,0.7891452780803964
43,200024,664,64,91,0.0,0.7614796136285721
43,200025,484,32,78,21.794871794871796,0.7831688847048286
43,200026,2860,256,234,0.42735042735042733,0.7960010998094779
43,200027,484,32,78,23.076923076923077,0.7674346438074812
43,200028,716,64,96,34.375,0.818036758747226
43,200029,484,32,78,6.410256410256411,0.7532106478115005
43,200030,380,32,62,19.35483870967742,0.7645696879581865
43,200031,364,32,62,11.290322580645162,0.75245487851159
43,200032,1632,128,171,11.11111111111111,0.797976088680877
43,200033,532,32,81,20.987654320987655,0.7974328773770099
43,200034,576,64,79,22.78481012658228,0.7812210898261239
43,200035,324,32,59,11.864406779661017,0.7574339853258419
43,200036,644,64,84,13.095238095238095,0.7474190837163149
43,200037,244,16,50,26.0,0.7548842929050368
43,200038,692,64,95,6.315789473684211,0.7894105267106866
43,200039,468,64,68,7.352941176470588,0.8034358682710995
43,200040,764,64,103,9.70873786407767,0.7845373177436262
43,200041,1036,128,112,6.25,0.8024559714023061
43,200042,1040,64,124,4.032258064516129,0.7844778994399931
43,200043,712,64,91,3.2967032967032965,0.7720516056838161
